client_id,snapshot_id,seq_num,server_timestamp,recv_time,latency_ms,jitter_ms,bandwidth_per_client_kbps
3,2465,2465,1765135092576,1765135091627,-949,1.0,35.84
3,2475,2475,1765135093085,1765135092134,-951,1.0,35.84
3,2485,2485,1765135093593,1765135092642,-951,1.0,35.84
3,2495,2495,1765135092749,1765135093151,402,2.0,34.048
3,2505,2505,1765135093259,1765135093661,402,8.0,34.048
3,2515,2515,1765135093772,1765135094186,414,11.0,35.84
3,2525,2525,1765135094281,1765135094684,403,2.0,35.84
3,2535,2535,1765135094790,1765135095194,404,1.0,35.84
3,2545,2545,1765135095300,1765135095717,417,16.0,35.84
3,2555,2555,1765135095808,1765135096209,401,28.0,34.048
3,2565,2565,1765135096318,1765135096720,402,2.0,34.048
3,2575,2575,1765135096837,1765135097241,404,0.0,35.84
3,2585,2585,1765135097346,1765135097748,402,1.0,35.84
3,2595,2595,1765135097856,1765135098258,402,6.0,34.048
3,2605,2605,1765135098364,1765135098766,402,29.0,34.048
3,2615,2615,1765135098873,1765135099274,401,5.0,34.048
3,2625,2625,1765135099383,1765135099785,402,2.0,34.048
3,2635,2635,1765135099892,1765135100293,401,1.0,37.632
3,2645,2645,1765135100398,1765135100817,419,16.0,37.632
3,2655,2655,1765135100908,1765135101316,408,5.0,34.048
3,2665,2665,1765135101417,1765135101819,402,3.0,34.048
3,2675,2675,1765135101926,1765135102329,403,1.0,35.84
3,2685,2685,1765135102435,1765135102838,403,2.0,35.84
3,2695,2695,1765135102956,1765135103370,414,3.0,35.84
3,2705,2705,1765135103465,1765135103876,411,2.0,35.84
3,2715,2715,1765135103973,1765135104377,404,4.0,34.048
3,2725,2725,1765135104486,1765135104890,404,5.0,34.048
3,2735,2735,1765135104994,1765135105398,404,2.0,35.84
3,2745,2745,1765135105504,1765135105933,429,5.0,35.84
3,2755,2755,1765135106012,1765135106413,401,1.0,34.048
3,2765,2765,1765135106521,1765135106929,408,7.0,34.048
